id,lang,url,title,content
1,de,https://de.wikipedia.org/wiki?curid=1,Alan Smithee,"Alan Smithee steht als Pseudonym für einen fiktiven Regisseur, der Filme verantwortet, bei denen der eigentliche Regisse"
3,de,https://de.wikipedia.org/wiki?curid=3,Actinium,Actinium ist ein radioaktives chemisches Element mit dem Elementsymbol Ac und der Ordnungszahl 89. Im Periodensystem der
5,de,https://de.wikipedia.org/wiki?curid=5,Ang Lee,"Ang Lee (; * 23. Oktober 1954 in Chaozhou, Landkreis Pingtung, Republik China (Taiwan)) ist ein taiwanischer Filmregisse"
7,de,https://de.wikipedia.org/wiki?curid=7,Anschluss (Soziologie),Anschluss ist in der Soziologie ein Fachbegriff aus der Systemtheorie von Niklas Luhmann und bezeichnet die in einer soz
10,de,https://de.wikipedia.org/wiki?curid=10,Aussagenlogik,"Die Aussagenlogik ist ein Teilgebiet der Logik, das sich mit Aussagen und deren Verknüpfung durch Junktoren befasst, aus"
38,de,https://de.wikipedia.org/wiki?curid=38,Anthony Minghella,"Anthony Minghella, CBE (* 6. Januar 1954 auf der Isle of Wight; † 18. März 2008 in London) war ein britischer Filmregiss"
39,de,https://de.wikipedia.org/wiki?curid=39,US-amerikanischer Film,"Die Geschichte des US-amerikanischen Films ist ein Kapitel der Filmgeschichte, das gerade wegen der hervorgehobenen Stel"
51,de,https://de.wikipedia.org/wiki?curid=51,Vorsätze für Maßeinheiten,"Vorsätze für Maßeinheiten, Einheitenvorsätze, Einheitenpräfixe oder kurz Präfixe oder Vorsätze dienen dazu, Vielfache od"
53,de,https://de.wikipedia.org/wiki?curid=53,Abkürzungen/Gesetze und Recht,"Viele, aber nicht alle Fachautoren kürzen ohne Punkt und Leerzeichen ab: So wird die Abbreviatur für in der Regel, norma"
54,de,https://de.wikipedia.org/wiki?curid=54,Liste von Abkürzungen (Computer),"Dies ist eine Liste technischer Abkürzungen, die im IT-Bereich verwendet werden."
56,de,https://de.wikipedia.org/wiki?curid=56,Liste von Unternehmen mit Namensherkunftserklärungen,Dies ist eine Liste von Firmen (Namen der Unternehmen) sowie ihrer Herkunft (Etymologie). Häufig sind die Firmen Abkürzu
61,de,https://de.wikipedia.org/wiki?curid=61,ISO 4217,"ISO 4217 ist die von der Internationalen Organisation für Normung publizierte Norm für Währungs-Abkürzungen, die im inte"
76,de,https://de.wikipedia.org/wiki?curid=76,Achsensprung (Film),"Ein Achsensprung ist ein Filmschnitt, mit dem die Beziehungsachse der Figuren oder Gruppen übersprungen wird. Blickachse"
77,de,https://de.wikipedia.org/wiki?curid=77,Alfred Hitchcock,"Sir Alfred Joseph Hitchcock KBE (* 13. August 1899 in Leytonstone, England; † 29. April 1980 in Los Angeles) war ein bri"
78,de,https://de.wikipedia.org/wiki?curid=78,Auteur-Theorie,Die Auteur-Theorie (von frz. „Auteur“ = Autor) ist eine Filmtheorie und die theoretische Grundlage für den Autorenfilm –
79,de,https://de.wikipedia.org/wiki?curid=79,Aki Kaurismäki,Aki Olavi Kaurismäki (* 4. April 1957 in Orimattila) ist ein vielfach preisgekrönter finnischer Filmregisseur. Aki Kauri
81,de,https://de.wikipedia.org/wiki?curid=81,Anime,"Anime (jap. , [], deutsch häufig [], Plural: Animes) bezeichnet in Japan produzierte Zeichentrickfilme. In Japan selbst "
82,de,https://de.wikipedia.org/wiki?curid=82,Actionfilm,"Der Actionfilm (von engl. action: Tat, Handlung, Bewegung) ist ein Filmgenre des Unterhaltungskinos, in welchem der Fort"
83,de,https://de.wikipedia.org/wiki?curid=83,Al Pacino,"Alfredo James „Al“ Pacino (* 25. April 1940 in New York) ist ein US-amerikanischer Schauspieler, Filmregisseur und Filmp"
88,de,https://de.wikipedia.org/wiki?curid=88,Alkohole,"Alkohole (, eigentlich: feines Antimonpulver) sind organische chemische Verbindungen, die eine oder mehrere an unterschi"
89,de,https://de.wikipedia.org/wiki?curid=89,The Visitors,The Visitors ist das achte und letzte Studioalbum der schwedischen Popgruppe ABBA. Es wurde erstmals am 30. November 198
93,de,https://de.wikipedia.org/wiki?curid=93,Aluminium,Aluminium (im angloamerikanischen Sprachraum vielfach auch Aluminum) ist ein chemisches Element mit dem Elementsymbol Al
95,de,https://de.wikipedia.org/wiki?curid=95,Antimon,"Antimon [] (von lateinisch Antimonium, vermutlich von arabisch „al-ithmîd(un)“ (, Antimonsulfid bzw. Stibnit)) ist ein c"
96,de,https://de.wikipedia.org/wiki?curid=96,Argon,"Argon ( „untätig, träge“) ist ein chemisches Element mit dem Symbol Ar (bis 1957 nur A) und der Ordnungszahl 18. Im Peri"
97,de,https://de.wikipedia.org/wiki?curid=97,Arsen,Arsen [] ist ein chemisches Element mit dem Elementsymbol As und der Ordnungszahl 33. Im Periodensystem der Elemente ste
98,de,https://de.wikipedia.org/wiki?curid=98,Astat,"Astat [] (von : „unbeständig, unstet“) ist ein radioaktives chemisches Element mit dem Elementsymbol At und der Ordnungs"
99,de,https://de.wikipedia.org/wiki?curid=99,Alkalimetalle,"Als Alkalimetalle werden die chemischen Elemente Lithium, Natrium, Kalium, Rubidium, Caesium und Francium aus der 1. Hau"
100,de,https://de.wikipedia.org/wiki?curid=100,Actinoide,Actinoide [] („Actiniumähnliche“; griech.: Endung -οειδής (-oeides) „ähnlich“) ist eine Gruppenbezeichnung bestimmter äh
101,de,https://de.wikipedia.org/wiki?curid=101,Americium,Americium () ist ein chemisches Element mit dem Elementsymbol Am und der Ordnungszahl 95. Im Periodensystem steht es in 
102,de,https://de.wikipedia.org/wiki?curid=102,Atom,"Atome (von átomos, unteilbar) sind die Bausteine, aus denen alle festen, flüssigen oder gasförmigen Stoffe bestehen. All"
104,de,https://de.wikipedia.org/wiki?curid=104,Arzt,Ein Arzt oder eine Ärztin ist eine medizinisch ausgebildete und zur Ausübung der Heilkunde zugelassene Person. Der Arztb
105,de,https://de.wikipedia.org/wiki?curid=105,Anthropologie,"Anthropologie (im 16. Jahrhundert als anthropologia gebildet aus , und -logie: Menschenkunde, Lehre vom Menschen) ist di"
107,de,https://de.wikipedia.org/wiki?curid=107,Alexander der Große,Alexander der Große () bzw. Alexander III. von Makedonien (* 20. Juli 356 v. Chr. in Pella; † 10. Juni 323 v. Chr. in Ba
108,de,https://de.wikipedia.org/wiki?curid=108,Antike,"Die Antike (von ) war eine Epoche im Mittelmeerraum, die etwa von 800 v. Chr. bis ca. 600 n. Chr. reicht, wobei der Begi"
109,de,https://de.wikipedia.org/wiki?curid=109,Anthony Hope,"Anthony Hope war das Pseudonym von Sir Anthony Hope Hawkins (* 9. Februar 1863 in London; † 8. Juli 1933), einem britisc"
110,de,https://de.wikipedia.org/wiki?curid=110,Ångström (Einheit),Das Ångström [] (nach dem schwedischen Physiker Anders Jonas Ångström) ist eine Maßeinheit der Länge. Das Einheitenzeich
111,de,https://de.wikipedia.org/wiki?curid=111,Ampere,"Das Ampere [] mit Einheitenzeichen A, benannt nach dem französischen Mathematiker und Physiker André-Marie Ampère, ist d"
112,de,https://de.wikipedia.org/wiki?curid=112,Acre,"Acre (Plural deutsch Acre oder Acres; , Plural acres) ist eine von den Britischen Inseln stammende angloamerikanische Ma"
113,de,https://de.wikipedia.org/wiki?curid=113,Apostilb,Apostilb (Einheitenzeichen asb) ist eine veraltete Einheit der Leuchtdichte selbstleuchtender Körper. 1942 wurde Blondel
114,de,https://de.wikipedia.org/wiki?curid=114,Ar (Einheit),"Das oder der Ar, in der Schweiz die Are, ist eine Flächenmaßeinheit im metrischen System von 100 m mit dem Einheitenzeic"
115,de,https://de.wikipedia.org/wiki?curid=115,Arbeit (Sozialwissenschaften),"Arbeit ist eine zielbewusste und sozial durch Institutionen (Bräuche) abgestützte besondere Form der Tätigkeit, mit der "
116,de,https://de.wikipedia.org/wiki?curid=116,Atomare Masseneinheit,"Die atomare Masseneinheit (Einheitenzeichen: u für unified atomic mass unit, veraltet amu für atomic mass unit) ist eine"
118,de,https://de.wikipedia.org/wiki?curid=118,Anglizismus,"Als Anglizismus bezeichnet man einen sprachlichen Ausdruck, der aus dem Englischen in eine andere Sprache eingeflossen i"
120,de,https://de.wikipedia.org/wiki?curid=120,Astronom,"Ein Astronom (von ástron ‚Stern, Gestirn‘ und νόμος nómos ‚Gesetz‘) ist eine (meist akademisch gebildete) Person, die si"
121,de,https://de.wikipedia.org/wiki?curid=121,Alan Turing,"Alan Mathison Turing OBE, FRS [] (* 23. Juni 1912 in London; † 7. Juni 1954 in Wilmslow, Cheshire) war ein britischer Lo"
123,de,https://de.wikipedia.org/wiki?curid=123,Archäologie,"Die Archäologie ( und λόγος lógos ‚Lehre‘; wörtlich also „Lehre von den Altertümern“) ist eine Wissenschaft, die mit nat"
124,de,https://de.wikipedia.org/wiki?curid=124,American Standard Code for Information Interchange,"Der (ASCII, alternativ US-ASCII, oft [] ausgesprochen, ) ist eine 7-Bit-Zeichenkodierung; sie entspricht der US-Variante"
130,de,https://de.wikipedia.org/wiki?curid=130,Außenbandruptur des oberen Sprunggelenkes,Das Außenband des oberen Sprunggelenkes setzt sich zusammen aus drei Bändern (der „laterale Bandapparat“): Ligamentum fi
132,de,https://de.wikipedia.org/wiki?curid=132,Alphabet,"Ein Alphabet (frühneuhochdeutsch von kirchenlateinisch , von alphábētos) ist die Gesamtheit der kleinsten Schriftzeichen"
133,de,https://de.wikipedia.org/wiki?curid=133,Arthur Harris,"Sir Arthur Travers Harris, 1. Baronet GCB OBE AFC, genannt Bomber-Harris, (* 13. April 1892 in Cheltenham; † 5. April 19"
134,de,https://de.wikipedia.org/wiki?curid=134,"Arthur Wellesley, 1. Duke of Wellington","Arthur Wellesley, 1. Duke of Wellington (* vermutlich 1. Mai 1769 in Dublin, Irland; † 14. September 1852 in Walmer Cast"
135,de,https://de.wikipedia.org/wiki?curid=135,Astronomie,"Die Astronomie (griechisch für „Sternenkunde“, von ástron „Stern“ und nómos „Gesetz“) ist die Wissenschaft von den Gesti"
