id,lang,url,title,content
1,de,https://de.wikipedia.org/wiki?curid=1,Alan Smithee,"Alan Smithee steht als Pseudonym für einen fiktiven Regisseur, der Filme verantwortet, bei denen der eigentliche Regisse"
12,en,https://en.wikipedia.org/wiki?curid=12,Anarchism,"Anarchism is a political philosophy and movement that rejects all involuntary, coercive forms of hierarchy. It radically"
3,fr,https://fr.wikipedia.org/wiki?curid=3,Antoine Meillet,"Paul Jules Antoine Meillet, né le à Moulins (Allier) et mort le à Châteaumeillant (Cher), est le principal linguiste fra"
2,it,https://it.wikipedia.org/wiki?curid=2,Organo a pompa,"L'organo a pompa è un tipo di organo a serbatoio d'aria costituito da una (o più) tastiera, manuale, e da due pedali per"
3,de,https://de.wikipedia.org/wiki?curid=3,Actinium,Actinium ist ein radioaktives chemisches Element mit dem Elementsymbol Ac und der Ordnungszahl 89. Im Periodensystem der
25,en,https://en.wikipedia.org/wiki?curid=25,Autism,"Autism is a developmental disorder characterized by difficulties with social interaction and communication, and by restr"
7,fr,https://fr.wikipedia.org/wiki?curid=7,Algèbre linéaire,L’algèbre linéaire est la branche des mathématiques qui s'intéresse aux espaces vectoriels et aux transformations linéai
3,it,https://it.wikipedia.org/wiki?curid=3,Antropologia,"L'antropologia (dal greco ἄνθρωπος ànthropos «uomo» e λόγος, lògos «discorso, dottrina» quindi letteralmente: «studio de"
5,de,https://de.wikipedia.org/wiki?curid=5,Ang Lee,"Ang Lee (; * 23. Oktober 1954 in Chaozhou, Landkreis Pingtung, Republik China (Taiwan)) ist ein taiwanischer Filmregisse"
39,en,https://en.wikipedia.org/wiki?curid=39,Albedo,"Albedo () (, meaning 'whiteness') is the measure of the diffuse reflection of solar radiation out of the total solar rad"
9,fr,https://fr.wikipedia.org/wiki?curid=9,Algèbre générale,"L'algèbre générale, ou algèbre abstraite, est la branche des mathématiques qui porte principalement sur l'étude des stru"
5,it,https://it.wikipedia.org/wiki?curid=5,Agricoltura,"L<nowiki>'</nowiki>agricoltura (dal latino agricultura, agri campi, e cultura coltivazione) è l'attività umana che consi"
7,de,https://de.wikipedia.org/wiki?curid=7,Anschluss (Soziologie),Anschluss ist in der Soziologie ein Fachbegriff aus der Systemtheorie von Niklas Luhmann und bezeichnet die in einer soz
290,en,https://en.wikipedia.org/wiki?curid=290,A,A or a is the first letter and the first vowel letter of the modern English alphabet and the ISO basic Latin alphabet. I
10,fr,https://fr.wikipedia.org/wiki?curid=10,Algorithmique,Lalgorithmique est l'étude et la production de règles et techniques qui sont impliquées dans la définition et la concept
6,it,https://it.wikipedia.org/wiki?curid=6,Architettura,"L'architettura è la disciplina che ha come scopo l'organizzazione dello spazio a qualsiasi scala, ma principalmente quel"
10,de,https://de.wikipedia.org/wiki?curid=10,Aussagenlogik,"Die Aussagenlogik ist ein Teilgebiet der Logik, das sich mit Aussagen und deren Verknüpfung durch Junktoren befasst, aus"
303,en,https://en.wikipedia.org/wiki?curid=303,Alabama,"Alabama () is a state in the southeastern region of the United States. It is bordered by Tennessee to the north, Georgia"
11,fr,https://fr.wikipedia.org/wiki?curid=11,Politique en Argentine,"L'Argentine est une république présidentielle multipartite, où le président est à la fois chef de l'État et chef du gouv"
9,it,https://it.wikipedia.org/wiki?curid=9,Astronomia,L'astronomia è la scienza che si occupa dell'osservazione e della spiegazione degli eventi celesti. Studia le origini e 
38,de,https://de.wikipedia.org/wiki?curid=38,Anthony Minghella,"Anthony Minghella, CBE (* 6. Januar 1954 auf der Isle of Wight; † 18. März 2008 in London) war ein britischer Filmregiss"
305,en,https://en.wikipedia.org/wiki?curid=305,Achilles,"In Greek mythology, Achilles ( ) or Achilleus (, ) was a hero of the Trojan War, the greatest of all the Greek warriors,"
15,fr,https://fr.wikipedia.org/wiki?curid=15,Autriche,"L'Autriche ( ), en forme longue la république d'Autriche (), est un État fédéral d'Europe centrale sans accès à la mer. "
12,it,https://it.wikipedia.org/wiki?curid=12,Archeologia subacquea,"L'archeologia subacquea è una branca dell'archeologia. A causa delle sue specificità, richiede particolari tecniche di i"
39,de,https://de.wikipedia.org/wiki?curid=39,US-amerikanischer Film,"Die Geschichte des US-amerikanischen Films ist ein Kapitel der Filmgeschichte, das gerade wegen der hervorgehobenen Stel"
307,en,https://en.wikipedia.org/wiki?curid=307,Abraham Lincoln,"Abraham Lincoln (; February 12, 1809 – April 15, 1865) was an American statesman and lawyer who served as the 16th presi"
16,fr,https://fr.wikipedia.org/wiki?curid=16,Arc de triomphe de l'Étoile,"L’arc de triomphe de l’Étoile, souvent appelé simplement l’Arc de triomphe, dont la construction, décidée par l'empereur"
